species_name,trait,units,value
Dryandra conferta var. parva,leaf type,,simple
Dryandra corvijuga,leaf type,,simple
Dryandra cuneata,leaf type,,simple
Dryandra cynaroides,leaf type,,simple
Dryandra cypholoba,leaf type,,simple
Dryandra drummondii,leaf type,,simple
Dryandra drummondii subsp. drummondii,leaf type,,simple
Dryandra drummondii subsp. hiemalis,leaf type,,simple
Dryandra drummondii subsp. macrorufa,leaf type,,simple
Dryandra echinata,leaf type,,simple
Dryandra epimicta,leaf type,,simple
Dryandra erythrocephala,leaf type,,simple
Dryandra erythrocephala var. erythrocephala,leaf type,,simple
Dryandra erythrocephala var. inopinata,leaf type,,simple
Dryandra falcata,leaf type,,simple
Dryandra fasciculata,leaf type,,simple
Dryandra ferruginea,leaf type,,simple
Dryandra ferruginea subsp. chelomacarpa,leaf type,,simple
Dryandra ferruginea subsp. ferruginea,leaf type,,simple
Dryandra ferruginea subsp. flavescens,leaf type,,simple
Dryandra ferruginea subsp. obliquiloba,leaf type,,simple
Dryandra ferruginea subsp. pumila,leaf type,,simple
Dryandra fililoba,leaf type,,simple
Dryandra foliolata,leaf type,,simple
Dryandra foliosissima,leaf type,,simple
Dryandra formosa,leaf type,,simple
Dryandra fraseri,leaf type,,simple
Dryandra fraseri var. ashbyi,leaf type,,simple
Dryandra fraseri var. fraseri,leaf type,,simple
Dryandra fraseri var. oxycedra,leaf type,,simple
Dryandra fuscobractea,leaf type,,simple
Dryandra glauca,leaf type,,simple
Dryandra hewardiana,leaf type,,simple
Dryandra hirsuta,leaf type,,simple
Dryandra horrida,leaf type,,simple
Dryandra idiogenes,leaf type,,simple
Dryandra insulanemorecincta,leaf type,,simple
Dryandra ionthocarpa,leaf type,,simple
Dryandra kippistiana,leaf type,,simple
Dryandra kippistiana var. kippistiana,leaf type,,simple
Dryandra kippistiana var. paenepeccata,leaf type,,simple
Dryandra lepidorhiza,leaf type,,simple
Dryandra lindleyana,leaf type,,simple
Dryandra lindleyana subsp. agricola,leaf type,,simple
Dryandra lindleyana subsp. media,leaf type,,simple
Dryandra lindleyana subsp. sylvestris,leaf type,,simple
Dryandra longifolia,leaf type,,simple
Dryandra meganotia,leaf type,,simple
Dryandra mimica,leaf type,,simple
Dryandra montana,leaf type,,simple
Dryandra mucronulata,leaf type,,simple
Dryandra mucronulata subsp. mucronulata,leaf type,,simple
Acanthocarpus canaliculatus,seed length maximum,mm,3
Acanthocarpus humilis,seed length maximum,mm,4
Acanthocarpus parviflorus,seed length maximum,mm,4
Acanthocarpus preissii,seed length maximum,mm,5
Acanthocarpus robustus,seed length maximum,mm,5
Acanthocarpus rupestris,seed length maximum,mm,2.5
Acanthocarpus verticillatus,seed length maximum,mm,4
Adenanthera abrosperma,seed length maximum,mm,9.5
Adenanthera pavonina,seed length maximum,mm,9.5
Afrocarpus falcata,seed length maximum,mm,22
Agapanthus praecox,seed length maximum,mm,8
Agrostocrinum scabrum,seed length maximum,mm,2.5
Akania lucens,seed length maximum,mm,12
Alania endlicheri,seed length maximum,mm,1
Albizia canescens,seed length maximum,mm,11.5
Albizia lebbeck,seed length maximum,mm,10
Albizia procera,seed length maximum,mm,8.5
Albizia retusa subsp. retusa,seed length maximum,mm,9
Aloe parvibracteata,seed length maximum,mm,4
Alstroemeria aurea,seed length maximum,mm,3
Alstroemeria pulchella,seed length maximum,mm,3
Anigozanthos flavidus,seed length maximum,mm,2
Anigozanthos gabrielae,seed length maximum,mm,1.5
Anigozanthos humilis,seed length maximum,mm,1
Anigozanthos kalbarriensis,seed length maximum,mm,1
Anigozanthos manglesii,seed length maximum,mm,1.5
Anigozanthos onycis,seed length maximum,mm,1.5
Anigozanthos preissii,seed length maximum,mm,2.2
Anigozanthos rufus,seed length maximum,mm,1.5
Anigozanthos viridis,seed length maximum,mm,1.5
Apatophyllum constablei,seed length maximum,mm,3
Apatophyllum olsenii,seed length maximum,mm,4.5
Araucaria bidwillii,seed length maximum,mm,25
Archidendron grandiflorum,seed length maximum,mm,14
Archidendron hendersonii,seed length maximum,mm,14
Archidendron hirsutum,seed length maximum,mm,10
Archidendron lucyi,seed length maximum,mm,16
Archidendron muellerianum,seed length maximum,mm,10
Archidendron ramiflorum,seed length maximum,mm,15
Archidendron vaillantii,seed length maximum,mm,10
Archidendron whitei,seed length maximum,mm,9.5
Archidendropsis basaltica,seed length maximum,mm,12
Archidendropsis thozetiana,seed length maximum,mm,8
Archidendropsis xanthoxylon,seed length maximum,mm,12
Aristolochia acuminata,seed length maximum,mm,4
Aristolochia chalmersii,seed length maximum,mm,5
Aristolochia elegans,seed length maximum,mm,6
Aristolochia holtzei,seed length maximum,mm,4
Aristolochia meridionalis,seed length maximum,mm,5.5
Aristolochia pubera,seed length maximum,mm,4
Aristolochia ringens,seed length maximum,mm,12
Aristolochia thozetii,seed length maximum,mm,4
Arnhemia cryptantha,seed length maximum,mm,8
Astelia alpina var. alpina,seed length maximum,mm,25
Astelia alpina var. novae-hollandiae,seed length maximum,mm,8
Astelia psychrocharis,seed length maximum,mm,2
Austromuellera trinervia,seed length maximum,cm,16
Austromuellera valida,seed length maximum,cm,12
Banksia aculeata,seed length maximum,mm,12
Banksia aemula,seed length maximum,mm,15
Banksia aquilonia,seed length maximum,cm,1
Banksia ashbyi,seed length maximum,mm,9
Banksia attenuata,seed length maximum,mm,14
Banksia audax,seed length maximum,mm,12
Banksia baueri,seed length maximum,mm,15
Banksia baxteri,seed length maximum,mm,14
Banksia benthamiana,seed length maximum,mm,8
Banksia blechnifolia,seed length maximum,mm,12
Banksia brownii,seed length maximum,mm,9
Banksia burdettii,seed length maximum,mm,10
Banksia caleyi,seed length maximum,mm,15
Banksia candolleana,seed length maximum,mm,12
Banksia canei,seed length maximum,mm,8
Banksia chamaephyton,seed length maximum,mm,17
Banksia coccinea,seed length maximum,mm,7
Banksia conferta,seed length maximum,mm,9
Banksia cuneata,seed length maximum,mm,5
Banksia dentata,seed length maximum,mm,12
Banksia dryandroides,seed length maximum,mm,10
Banksia elderiana,seed length maximum,cm,1.2
Banksia elegans,seed length maximum,mm,10
Banksia epica,seed length maximum,mm,13
Banksia ericifolia,seed length maximum,mm,10
Banksia gardneri,seed length maximum,mm,12
Banksia goodii,seed length maximum,mm,12
Banksia grandis,seed length maximum,mm,16
Banksia grossa,seed length maximum,mm,18
Banksia hookeriana,seed length maximum,mm,14
Banksia ilicifolia,seed length maximum,mm,7
Banksia incana,seed length maximum,mm,15
Banksia integrifolia,seed length maximum,mm,10
Banksia laevigata,seed length maximum,mm,8
Banksia lanata,seed length maximum,mm,13
Banksia laricina,seed length maximum,mm,11
Banksia lemanniana,seed length maximum,mm,15
Banksia leptophylla,seed length maximum,mm,15
Banksia lindleyana,seed length maximum,mm,11
Banksia littoralis,seed length maximum,mm,8
Banksia lullfitzii,seed length maximum,mm,10
Banksia marginata,seed length maximum,mm,8
Banksia media,seed length maximum,mm,12
Banksia meisneri,seed length maximum,mm,10
Banksia menziesii,seed length maximum,mm,11
Banksia micrantha,seed length maximum,mm,14
Banksia nutans,seed length maximum,mm,12
Banksia oblongifolia,seed length maximum,mm,11
Banksia occidentalis,seed length maximum,mm,6
Banksia oligantha,seed length maximum,mm,4
Banksia oreophila,seed length maximum,mm,11
Banksia ornata,seed length maximum,mm,11
Banksia paludosa,seed length maximum,mm,9
Banksia petiolaris,seed length maximum,mm,15
Banksia pilostylis,seed length maximum,mm,10
Banksia plagiocarpa,seed length maximum,mm,9
Banksia praemorsa,seed length maximum,mm,11
Banksia prionotes,seed length maximum,mm,10
Banksia pulchella,seed length maximum,mm,11
Banksia quercifolia,seed length maximum,mm,9
Banksia repens,seed length maximum,mm,17
Banksia robur,seed length maximum,mm,11
Banksia saxicola,seed length maximum,mm,11
Banksia scabrella,seed length maximum,mm,15
Banksia sceptrum,seed length maximum,mm,14
Banksia seminuda,seed length maximum,mm,9
Banksia serra,seed length maximum,mm,12
Banksia serrata,seed length maximum,mm,12
Banksia solandri,seed length maximum,mm,12
Banksia speciosa,seed length maximum,mm,14
Banksia sphaerocarpa,seed length maximum,mm,14
Banksia spinulosa,seed length maximum,mm,10
Banksia telmatiaea,seed length maximum,mm,13
Banksia tricuspis,seed length maximum,mm,28
Banksia verticillata,seed length maximum,mm,11
Banksia victoriae,seed length maximum,mm,12
Banksia violacea,seed length maximum,mm,18
Bauhinia binata,seed length maximum,mm,11
Bauhinia carronii,seed length maximum,mm,11
Bauhinia cunninghamii,seed length maximum,mm,10
Bauhinia gilva,seed length maximum,mm,15
Bauhinia hookeri,seed length maximum,mm,15
Bauhinia malabarica,seed length maximum,mm,5
Bowenia serrulata,seed length maximum,mm,32
Bowenia spectabilis,seed length maximum,mm,32
Brasenia schreberi,seed length maximum,mm,3
Bubbia queenslandiana,seed length maximum,mm,6
Bubbia semecarpoides,seed length maximum,mm,5
Bubbia whiteana,seed length maximum,mm,5
Caesalpinia bonduc,seed length maximum,cm,2
Caesalpinia crista,seed length maximum,cm,2.5
Caesalpinia decapetala,seed length maximum,mm,10
Caesalpinia gilliesii,seed length maximum,mm,10
Caesalpinia major,seed length maximum,cm,2.5
Caesia calliantha,seed length maximum,mm,2
Caesia parviflora,seed length maximum,mm,2.3
Caesia parviflora var. minor,seed length maximum,mm,1.8
Caesia parviflora var. parviflora,seed length maximum,mm,2
Caesia parviflora var. vittata,seed length maximum,mm,2.3
Caesia setifera,seed length maximum,mm,1.5
Calliandra surinamensis,seed length maximum,mm,8.5
Callitris macleayana,seed length maximum,mm,10
Canna indica,seed length maximum,mm,6
Cardiospermum grandiflorum,seed length maximum,mm,7
Cardiospermum halicacabum,seed length maximum,mm,5
Cardwellia sublimis,seed length maximum,cm,7
Carnarvonia araliifolia,seed length maximum,cm,4.3
Cassia brewsteri,seed length maximum,mm,8
Cassia fistula,seed length maximum,mm,8
Cassia queenslandica,seed length maximum,mm,7
Castanospora alphandi,seed length maximum,cm,2.4
Casuarina cunninghamiana subsp. cunninghamiana,seed length maximum,mm,9
Casuarina cunninghamiana subsp. miodon,seed length maximum,mm,7
Casuarina equisetifolia subsp. incana,seed length maximum,mm,13
Celastrus australis,seed length maximum,mm,4.2
Celastrus subspicata,seed length maximum,mm,6
Ceratonia siliqua,seed length maximum,mm,10
Ceratophyllum demersum,seed length maximum,mm,6
Chamaescilla corymbosa,seed length maximum,mm,2
Chamaexeros fimbriata,seed length maximum,mm,3
Coopernookia barbata,seed length maximum,mm,5
Coopernookia georgei,seed length maximum,mm,5
Coopernookia strophiolata,seed length maximum,mm,3
Corynotheca lateriflora,seed length maximum,mm,4.5
Corynotheca licrota,seed length maximum,mm,2.5
Corynotheca micrantha var. acanthoclada,seed length maximum,mm,1.8
Corynotheca micrantha var. divaricata,seed length maximum,mm,2.9
Corynotheca micrantha var. elongata,seed length maximum,mm,2.2
Corynotheca micrantha var. micrantha,seed length maximum,mm,2.2
Corynotheca micrantha var. panda,seed length maximum,mm,2.3
Corynotheca pungens,seed length maximum,mm,2.5
Crudia papuana,seed length maximum,cm,7.5
Curculigo ensifolia,seed length maximum,mm,4.5
Cycas angulata,seed length maximum,mm,60
Cycas arenicola,seed length maximum,mm,32
Cycas armstrongii,seed length maximum,mm,37
Cycas arnhemica,seed length maximum,mm,37
Cycas arnhemica subsp. arnhemica,seed length maximum,mm,33
Cycas arnhemica subsp. muninga,seed length maximum,mm,37
Cycas arnhemica subsp. natja,seed length maximum,mm,30
Cycas badensis,seed length maximum,mm,35
Cycas basaltica,seed length maximum,mm,31
Cycas brunnea,seed length maximum,mm,39
Cycas cairnsiana,seed length maximum,mm,42
Cycas calcicola,seed length maximum,mm,31
Cycas canalis,seed length maximum,mm,40
Cycas couttsiana,seed length maximum,mm,46
Cycas desolata,seed length maximum,mm,39
Cycas furfuracea,seed length maximum,mm,36
Cycas lane-poolei,seed length maximum,mm,45
Cycas maconochiei,seed length maximum,mm,36
Cycas maconochiei subsp. lanata,seed length maximum,mm,35
Cycas maconochiei subsp. maconochiei,seed length maximum,mm,36
Cycas maconochiei subsp. viridis,seed length maximum,mm,36
Cycas media,seed length maximum,mm,39
Cycas media subsp. banksii,seed length maximum,mm,36
Cycas media subsp. ensata,seed length maximum,mm,36
Cycas media subsp. media,seed length maximum,mm,39
Cycas megacarpa,seed length maximum,mm,50
Cycas ophiolitica,seed length maximum,mm,33
Cycas orientis,seed length maximum,mm,36
Cycas platyphylla,seed length maximum,mm,40
Cycas pruinosa,seed length maximum,mm,36
Cycas semota,seed length maximum,mm,37
Cycas silvestris,seed length maximum,mm,35
Darlingia ferruginea,seed length maximum,cm,4
Desmos goezeanus,seed length maximum,mm,12
Desmos polycarpus,seed length maximum,mm,7
Dianella atraxis,seed length maximum,mm,3.5
Dianella bambusifolia,seed length maximum,mm,4.5
Dianella brevipedunculata,seed length maximum,mm,3.5
Dianella caerulea,seed length maximum,mm,3.7
Dianella congesta,seed length maximum,mm,3.9
Dianella crinoides,seed length maximum,mm,3.2
Dianella incollata,seed length maximum,mm,4.5
Dianella longifolia,seed length maximum,mm,4.2
Dianella longifolia var. grandis,seed length maximum,mm,3
Dianella longifolia var. porracea,seed length maximum,mm,4.2
Dianella longifolia var. stupata,seed length maximum,mm,4
Dianella longifolia var. surculosa,seed length maximum,mm,3.2
Dianella nervosa,seed length maximum,mm,4.5
Dianella odorata,seed length maximum,mm,4
Dianella pavopennacea,seed length maximum,mm,3.9
Dianella prunina,seed length maximum,mm,5
Dianella rara,seed length maximum,mm,2.8
Dianella revoluta,seed length maximum,mm,5.2
Dianella tasmanica,seed length maximum,mm,4
Dichopogon capillipes,seed length maximum,mm,1.5
Dichopogon fimbriatus,seed length maximum,mm,2
Dichopogon strictus,seed length maximum,mm,2
Dichopogon tyleri,seed length maximum,mm,1.5
Dichrostachys spicata,seed length maximum,mm,6
Dioscorea bulbifera,seed length maximum,mm,5
Dioscorea hastifolia,seed length maximum,mm,4
Dioscorea transversa,seed length maximum,mm,6
Diplarrena latifolia,seed length maximum,mm,3
Diplarrena moraea,seed length maximum,mm,3
Entada phaseoloides,seed length maximum,cm,6
Acanthocarpus parviflorus,seed length minimum,mm,3.5
Acanthocarpus preissii,seed length minimum,mm,4
Acanthocarpus robustus,seed length minimum,mm,4
Adenanthera abrosperma,seed length minimum,mm,6.5
Adenanthera pavonina,seed length minimum,mm,8
Afrocarpus falcata,seed length minimum,mm,12
Agapanthus praecox,seed length minimum,mm,7
Akania lucens,seed length minimum,mm,10
Albizia canescens,seed length minimum,mm,8.5
Albizia lebbeck,seed length minimum,mm,8
Albizia procera,seed length minimum,mm,6.5
Aloe parvibracteata,seed length minimum,mm,3
Alstroemeria aurea,seed length minimum,mm,2
Alstroemeria pulchella,seed length minimum,mm,2.5
Anigozanthos flavidus,seed length minimum,mm,1.5
Anigozanthos gabrielae,seed length minimum,mm,0.5
Anigozanthos humilis,seed length minimum,mm,0.5
Anigozanthos kalbarriensis,seed length minimum,mm,0.5
Anigozanthos manglesii,seed length minimum,mm,1
Anigozanthos onycis,seed length minimum,mm,0.8
Anigozanthos preissii,seed length minimum,mm,1.2
Anigozanthos rufus,seed length minimum,mm,0.8
Anigozanthos viridis,seed length minimum,mm,0.5
Apatophyllum constablei,seed length minimum,mm,2.5
Araucaria bidwillii,seed length minimum,mm,20
Archidendron grandiflorum,seed length minimum,mm,14
Archidendron hendersonii,seed length minimum,mm,8
Archidendron hirsutum,seed length minimum,mm,7
Archidendron lucyi,seed length minimum,mm,10
Archidendron muellerianum,seed length minimum,mm,9
Archidendron ramiflorum,seed length minimum,mm,10
Archidendron vaillantii,seed length minimum,mm,10
Archidendron whitei,seed length minimum,mm,9
Archidendropsis basaltica,seed length minimum,mm,5
Archidendropsis xanthoxylon,seed length minimum,mm,12
Aristolochia acuminata,seed length minimum,mm,4
Aristolochia chalmersii,seed length minimum,mm,4
Aristolochia elegans,seed length minimum,mm,4
Aristolochia holtzei,seed length minimum,mm,4
Aristolochia meridionalis,seed length minimum,mm,3
Aristolochia pubera,seed length minimum,mm,3
Aristolochia ringens,seed length minimum,mm,12
Aristolochia thozetii,seed length minimum,mm,4
Arnhemia cryptantha,seed length minimum,mm,6
Astelia alpina var. alpina,seed length minimum,mm,4
Astelia alpina var. novae-hollandiae,seed length minimum,mm,4
Astelia australiana,seed length minimum,mm,2.5
Astelia psychrocharis,seed length minimum,mm,2
Austromuellera trinervia,seed length minimum,cm,13
Austromuellera valida,seed length minimum,cm,9
Banksia aculeata,seed length minimum,mm,10
Banksia aemula,seed length minimum,mm,10
Banksia aquilonia,seed length minimum,mm,8
Banksia ashbyi,seed length minimum,mm,7
Banksia attenuata,seed length minimum,mm,12
Banksia audax,seed length minimum,mm,10
Banksia baueri,seed length minimum,mm,12
Banksia baxteri,seed length minimum,mm,12
Banksia benthamiana,seed length minimum,mm,7
Banksia blechnifolia,seed length minimum,mm,9
Banksia brownii,seed length minimum,mm,8
Banksia burdettii,seed length minimum,mm,9
Banksia caleyi,seed length minimum,mm,14
Banksia candolleana,seed length minimum,mm,10
Banksia canei,seed length minimum,mm,6
Banksia chamaephyton,seed length minimum,mm,11
Banksia coccinea,seed length minimum,mm,5
Banksia conferta,seed length minimum,mm,8
Banksia cuneata,seed length minimum,mm,4
Banksia dentata,seed length minimum,mm,10
Banksia dryandroides,seed length minimum,mm,9
Banksia elderiana,seed length minimum,cm,1
Banksia elegans,seed length minimum,mm,7
Banksia epica,seed length minimum,mm,11
Banksia ericifolia,seed length minimum,mm,9
Banksia gardneri,seed length minimum,mm,9
Banksia goodii,seed length minimum,mm,9
Banksia grandis,seed length minimum,mm,12
Banksia grossa,seed length minimum,mm,14
Banksia hookeriana,seed length minimum,mm,8
Banksia ilicifolia,seed length minimum,mm,5
Banksia incana,seed length minimum,mm,10
Banksia integrifolia,seed length minimum,mm,6
Banksia laevigata,seed length minimum,mm,7
Banksia lanata,seed length minimum,mm,9
Banksia laricina,seed length minimum,mm,9
Banksia lemanniana,seed length minimum,mm,12
Banksia leptophylla,seed length minimum,mm,12
Banksia lindleyana,seed length minimum,mm,9
Banksia littoralis,seed length minimum,mm,5
Banksia lullfitzii,seed length minimum,mm,7
Banksia marginata,seed length minimum,mm,5
Banksia media,seed length minimum,mm,10
Banksia meisneri,seed length minimum,mm,8
Banksia menziesii,seed length minimum,mm,10
Banksia micrantha,seed length minimum,mm,12
Banksia nutans,seed length minimum,mm,7
Banksia oblongifolia,seed length minimum,mm,7
Banksia occidentalis,seed length minimum,mm,5
Banksia oligantha,seed length minimum,mm,4
Banksia oreophila,seed length minimum,mm,10
Banksia ornata,seed length minimum,mm,8
Banksia paludosa,seed length minimum,mm,8
Banksia petiolaris,seed length minimum,mm,10
Banksia pilostylis,seed length minimum,mm,9
Banksia plagiocarpa,seed length minimum,mm,8
Banksia praemorsa,seed length minimum,mm,10
Banksia prionotes,seed length minimum,mm,8
Banksia pulchella,seed length minimum,mm,7
Banksia quercifolia,seed length minimum,mm,8
Banksia repens,seed length minimum,mm,14
Banksia robur,seed length minimum,mm,10
Banksia saxicola,seed length minimum,mm,9
Banksia scabrella,seed length minimum,mm,13
Banksia sceptrum,seed length minimum,mm,11
Banksia seminuda,seed length minimum,mm,8
Banksia serra,seed length minimum,mm,10
Banksia serrata,seed length minimum,mm,10
Banksia solandri,seed length minimum,mm,9
Banksia speciosa,seed length minimum,mm,10
Banksia sphaerocarpa,seed length minimum,mm,10
Banksia spinulosa,seed length minimum,mm,6
Banksia telmatiaea,seed length minimum,mm,10
Banksia tricuspis,seed length minimum,mm,11
Banksia verticillata,seed length minimum,mm,10
Banksia victoriae,seed length minimum,mm,9
Banksia violacea,seed length minimum,mm,12
Bauhinia binata,seed length minimum,mm,11
Bauhinia carronii,seed length minimum,mm,9
Bauhinia cunninghamii,seed length minimum,mm,10
Bauhinia gilva,seed length minimum,mm,11
Bauhinia hookeri,seed length minimum,mm,14
Bauhinia malabarica,seed length minimum,mm,4
Brasenia schreberi,seed length minimum,mm,2.5
Bubbia queenslandiana,seed length minimum,mm,5
Bubbia semecarpoides,seed length minimum,mm,4.5
Bubbia whiteana,seed length minimum,mm,4.5
Caesalpinia bonduc,seed length minimum,cm,1.5
Caesalpinia crista,seed length minimum,cm,2
Caesalpinia decapetala,seed length minimum,mm,6
Caesalpinia gilliesii,seed length minimum,mm,10
Caesalpinia major,seed length minimum,cm,1.5
Caesia calliantha,seed length minimum,mm,1.5
Caesia parviflora,seed length minimum,mm,1.3
Caesia parviflora var. minor,seed length minimum,mm,1.3
Caesia parviflora var. parviflora,seed length minimum,mm,1.7
Caesia parviflora var. vittata,seed length minimum,mm,1.8
Caesia setifera,seed length minimum,mm,1.3
Calliandra surinamensis,seed length minimum,mm,8.5
Callitris macleayana,seed length minimum,mm,10
Canna indica,seed length minimum,mm,5
Cardiospermum grandiflorum,seed length minimum,mm,7
Cardiospermum halicacabum,seed length minimum,mm,3
Cardwellia sublimis,seed length minimum,cm,6
Carnarvonia araliifolia,seed length minimum,cm,3
Cassia brewsteri,seed length minimum,mm,8
Cassia fistula,seed length minimum,mm,8
Cassia queenslandica,seed length minimum,mm,7
Castanospora alphandi,seed length minimum,cm,1.7
Casuarina cunninghamiana subsp. cunninghamiana,seed length minimum,mm,6
Casuarina cunninghamiana subsp. miodon,seed length minimum,mm,4
Casuarina equisetifolia subsp. incana,seed length minimum,mm,7
Celastrus australis,seed length minimum,mm,3
Celastrus subspicata,seed length minimum,mm,4.5
Ceratonia siliqua,seed length minimum,mm,8
Ceratophyllum demersum,seed length minimum,mm,4
Chamaescilla corymbosa,seed length minimum,mm,1.4
Chamaexeros fimbriata,seed length minimum,mm,3
Conospermum petiolare,seed length minimum,mm,2.5
Coopernookia barbata,seed length minimum,mm,4
Coopernookia georgei,seed length minimum,mm,5
Coopernookia strophiolata,seed length minimum,mm,3
Corynotheca lateriflora,seed length minimum,mm,3
Corynotheca licrota,seed length minimum,mm,2
Corynotheca micrantha var. acanthoclada,seed length minimum,mm,1.3
Corynotheca micrantha var. divaricata,seed length minimum,mm,2.3
Corynotheca micrantha var. elongata,seed length minimum,mm,1.8
Corynotheca micrantha var. gracilis,seed length minimum,mm,2.7
Corynotheca micrantha var. micrantha,seed length minimum,mm,1.8
Corynotheca pungens,seed length minimum,mm,2
Crudia papuana,seed length minimum,cm,5
Curculigo ensifolia,seed length minimum,mm,3
Cycas angulata,seed length minimum,mm,45
Cycas arenicola,seed length minimum,mm,28
Cycas armstrongii,seed length minimum,mm,34
Cycas arnhemica,seed length minimum,mm,28
Cycas arnhemica subsp. arnhemica,seed length minimum,mm,28
Cycas arnhemica subsp. muninga,seed length minimum,mm,34
Cycas arnhemica subsp. natja,seed length minimum,mm,28
Cycas badensis,seed length minimum,mm,30
Cycas basaltica,seed length minimum,mm,27
Cycas brunnea,seed length minimum,mm,36
Cycas cairnsiana,seed length minimum,mm,36
Cycas calcicola,seed length minimum,cm,25
Cycas canalis,seed length minimum,mm,34
Cycas conferta,seed length minimum,mm,40
Cycas couttsiana,seed length minimum,mm,35
Cycas desolata,seed length minimum,mm,35
Cycas furfuracea,seed length minimum,mm,32
Cycas lane-poolei,seed length minimum,mm,38
Cycas maconochiei,seed length minimum,mm,30
Cycas maconochiei subsp. lanata,seed length minimum,mm,30
Cycas maconochiei subsp. maconochiei,seed length minimum,mm,33
Cycas maconochiei subsp. viridis,seed length minimum,mm,34
Cycas media,seed length minimum,mm,31
Cycas media subsp. banksii,seed length minimum,mm,31
Cycas media subsp. ensata,seed length minimum,mm,33
Cycas media subsp. media,seed length minimum,mm,34
Cycas megacarpa,seed length minimum,mm,38
Cycas ophiolitica,seed length minimum,mm,29
Cycas orientis,seed length minimum,mm,25
Cycas platyphylla,seed length minimum,mm,30
Cycas pruinosa,seed length minimum,mm,32
Cycas semota,seed length minimum,mm,32
Cycas silvestris,seed length minimum,mm,30
Cycas tuckeri,seed length minimum,mm,32
Cycas xipholepis,seed length minimum,mm,33
Cycas yorkiana,seed length minimum,mm,34
Darlingia ferruginea,seed length minimum,cm,3
Desmos goezeanus,seed length minimum,mm,9
Desmos polycarpus,seed length minimum,mm,6.5
Dianella atraxis,seed length minimum,mm,2.6
Dianella bambusifolia,seed length minimum,mm,3.8
Dianella brevipedunculata,seed length minimum,mm,2.5
Dianella caerulea,seed length minimum,mm,2.9
Dianella congesta,seed length minimum,mm,2.9
Dianella crinoides,seed length minimum,mm,2.5
Dianella incollata,seed length minimum,mm,3.5
Dianella longifolia,seed length minimum,mm,2.4
Dianella longifolia var. grandis,seed length minimum,mm,3
Dianella longifolia var. porracea,seed length minimum,mm,3
Dianella longifolia var. stupata,seed length minimum,mm,2.8
Dianella longifolia var. surculosa,seed length minimum,mm,2.5
Dianella nervosa,seed length minimum,mm,3.5
Dianella odorata,seed length minimum,mm,3.5
Dianella pavopennacea,seed length minimum,mm,2.8
Dianella prunina,seed length minimum,mm,3.5
Dianella rara,seed length minimum,mm,2
Dianella revoluta,seed length minimum,mm,2.5
Dianella tasmanica,seed length minimum,mm,3
Dichopogon capillipes,seed length minimum,mm,1
Dichopogon fimbriatus,seed length minimum,mm,2
Dichopogon strictus,seed length minimum,mm,2
Dichopogon tyleri,seed length minimum,mm,1
Dichrostachys cinerea subsp. malesiana,seed length minimum,mm,4
Dichrostachys spicata,seed length minimum,mm,4.5
Dioscorea bulbifera,seed length minimum,mm,4
Dioscorea hastifolia,seed length minimum,mm,3.5
Dioscorea transversa,seed length minimum,mm,5
Diplarrena latifolia,seed length minimum,mm,3
Diplarrena moraea,seed length minimum,mm,3
Entada phaseoloides,seed length minimum,cm,4
